Mod:Item:MetaData, Localized Name
conarm:armor_plate:0, Enderium Armor Plates
conarm:armor_plate:0, Platinum Armor Plates
conarm:armor_plate:0, Iridium Armor Plates
conarm:armor_plate:0, Mithril Armor Plates
conarm:armor_plate:0, Signalum Armor Plates
conarm:armor_plate:0, Lumium Armor Plates
conarm:armor_plate:0, Invar Armor Plates
conarm:armor_plate:0, Nickel Armor Plates
conarm:armor_plate:0, Tin Armor Plates
conarm:armor_plate:0, Brass Armor Plates
conarm:armor_plate:0, Aluminum Armor Plates
conarm:armor_plate:0, Zinc Armor Plates
conarm:armor_plate:0, Refined Obsidian Armor Plates
conarm:armor_plate:0, Refined Glowstone Armor Plates
conarm:armor_plate:0, Osmium Armor Plates
conarm:armor_plate:0, Manasteel Armor Plates
conarm:armor_plate:0, Terrasteel Armor Plates
conarm:armor_plate:0, Elementium Armor Plates
conarm:armor_plate:0, Gaia Spirit Armor Plates
conarm:armor_plate:0, Yellorium Armor Plates
conarm:armor_plate:0, Cyanite Armor Plates
conarm:armor_plate:0, Blutonium Armor Plates
conarm:armor_plate:0, Ludicrite Armor Plates
conarm:armor_plate:0, Quartz Enriched Iron Armor Plates
conarm:armor_plate:0, Draconium Armor Plates
conarm:armor_plate:0, Wyvern Draconium Armor Plates
conarm:armor_plate:0, Awakened Draconium Armor Plates
conarm:armor_plate:0, Chaotic Draconium Armor Plates
conarm:armor_plate:0, Psimetal Armor Plates
conarm:armor_plate:0, Psigem Armor Plates
conarm:armor_plate:0, Ivory Psimetal Armor Plates
conarm:armor_plate:0, Ebony Psimetal Armor Plates
conarm:armor_plate:0, Dark Matter Armor Plates
conarm:armor_plate:0, Red Matter Armor Plates
conarm:armor_plate:0, Fluxed Electrum Armor Plates
conarm:armor_plate:0, Refined Iron Armor Plates
conarm:armor_plate:0, Tungsten Armor Plates
conarm:armor_plate:0, Titanium Armor Plates
conarm:armor_plate:0, Chrome Armor Plates
conarm:armor_plate:0, Advanced Alloy Armor Plates
conarm:armor_plate:0, Ruby Armor Plates
conarm:armor_plate:0, Sapphire Armor Plates
conarm:armor_plate:0, Peridot Armor Plates
conarm:armor_plate:0, Yellow Garnet Armor Plates
conarm:armor_plate:0, Red Garnet Armor Plates
conarm:armor_plate:0, Rubber Armor Plates
conarm:armor_plate:0, Certus Quartz Armor Plates
conarm:armor_plate:0, Fluix Crystal Armor Plates
conarm:armor_plate:0, Alumite Armor Plates
conarm:armor_plate:0, Osgloglas Armor Plates
conarm:armor_plate:0, Osmiridium Armor Plates
conarm:armor_plate:0, Lumium Armor Plates
conarm:armor_plate:0, Signalum Armor Plates
conarm:armor_plate:0, Platinum Armor Plates
conarm:armor_plate:0, Enderium Armor Plates
conarm:armor_plate:0, Black Quartz Armor Plates
conarm:armor_plate:0, Void Armor Plates
conarm:armor_plate:0, Enori Armor Plates
conarm:armor_plate:0, Palis Armor Plates
conarm:armor_plate:0, Restonia Armor Plates
conarm:armor_plate:0, Emeradic Armor Plates
conarm:armor_plate:0, Diamatine Armor Plates
conarm:armor_plate:0, Infinity Armor Plates
conarm:armor_plate:0, Certus Quartz Armor Plates
conarm:armor_plate:0, Fluix Crystal Armor Plates
conarm:armor_plate:0, Mica Armor Plates
conarm:armor_plate:0, Litherite Armor Plates
conarm:armor_plate:0, Erodium Armor Plates
conarm:armor_plate:0, Kyronite Armor Plates
conarm:armor_plate:0, Pladium Armor Plates
conarm:armor_plate:0, Ionite Armor Plates
conarm:armor_plate:0, Aethium Armor Plates
conarm:armor_plate:0, Thaumium Armor Plates
conarm:armor_plate:0, Mirion Armor Plates
conarm:armor_plate:0, Livingwood Armor Plates
conarm:armor_plate:0, Elementium Armor Plates
conarm:armor_plate:0, Wyvern Armor Plates
conarm:armor_plate:0, Awakened Armor Plates
conarm:armor_plate:0, Chaotic Armor Plates
conarm:armor_plate:0, Emerald Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:chest_core:0, Electrical Chestplate Core
conarm:chest_core:0, Energetic Chestplate Core
conarm:chest_core:0, Vibrant Chestplate Core
conarm:chest_core:0, Red Chestplate Core
conarm:chest_core:0, Conductive Chestplate Core
conarm:chest_core:0, Pulsating Chestplate Core
conarm:chest_core:0, Dark Chestplate Core
conarm:chest_core:0, Souled Chestplate Core
conarm:chest_core:0, Chestplate Core of the End
conarm:chest_core:0, Fake-Iron Chestplate Core
conarm:chest_core:0, Wooden Chestplate Core
conarm:chest_core:0, Stone Chestplate Core
conarm:chest_core:0, Flint Chestplate Core
conarm:chest_core:0, Cactus Chestplate Core
conarm:chest_core:0, Bone Chestplate Core
conarm:chest_core:0, Obsidian Chestplate Core
conarm:chest_core:0, Prismarine Chestplate Core
conarm:chest_core:0, End Chestplate Core
conarm:chest_core:0, Paper Chestplate Core
conarm:chest_core:0, Sponge Chestplate Core
conarm:chest_core:0, Firewood Chestplate Core
conarm:chest_core:0, Iron Chestplate Core
conarm:chest_core:0, Pig Iron Chestplate Core
conarm:chest_core:0, Knightslime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Magma Slime Chestplate Core
conarm:chest_core:0, Netherrack Chestplate Core
conarm:chest_core:0, Cobalt Chestplate Core
conarm:chest_core:0, Ardite Chestplate Core
conarm:chest_core:0, Manyullyn Chestplate Core
conarm:chest_core:0, Copper Chestplate Core
conarm:chest_core:0, Bronze Chestplate Core
conarm:chest_core:0, Lead Chestplate Core
conarm:chest_core:0, Silver Chestplate Core
conarm:chest_core:0, Electrum Chestplate Core
conarm:chest_core:0, Steel Chestplate Core
conarm:chest_core:0, Shadowium Chestplate Core
conarm:chest_core:0, Orichalcos Chestplate Core
conarm:chest_core:0, Magical Wooden Chestplate Core
conarm:chest_core:0, Evil Infused Chestplate Core
conarm:chest_core:0, Enchanted Chestplate Core
conarm:chest_core:0, Demonic Chestplate Core
conarm:chest_core:0, Treated Wood Chestplate Core
conarm:chest_core:0, Constantan Chestplate Core
conarm:chest_core:0, Enderium Chestplate Core
conarm:chest_core:0, Platinum Chestplate Core
conarm:chest_core:0, Iridium Chestplate Core
conarm:chest_core:0, Mithril Chestplate Core
conarm:chest_core:0, Signalum Chestplate Core
conarm:chest_core:0, Lumium Chestplate Core
conarm:chest_core:0, Invar Chestplate Core
conarm:chest_core:0, Nickel Chestplate Core
conarm:chest_core:0, Tin Chestplate Core
conarm:chest_core:0, Brass Chestplate Core
conarm:chest_core:0, Aluminum Chestplate Core
conarm:chest_core:0, Zinc Chestplate Core
conarm:chest_core:0, Refined Obsidian Chestplate Core
conarm:chest_core:0, Refined Glowstone Chestplate Core
conarm:chest_core:0, Osmium Chestplate Core
conarm:chest_core:0, Manasteel Chestplate Core
conarm:chest_core:0, Terrasteel Chestplate Core
conarm:chest_core:0, Elementium Chestplate Core
conarm:chest_core:0, Gaia Spirit Chestplate Core
conarm:chest_core:0, Yellorium Chestplate Core
conarm:chest_core:0, Cyanite Chestplate Core
conarm:chest_core:0, Blutonium Chestplate Core
conarm:chest_core:0, Ludicrite Chestplate Core
conarm:chest_core:0, Quartz Enriched Iron Chestplate Core
conarm:chest_core:0, Draconium Chestplate Core
conarm:chest_core:0, Wyvern Draconium Chestplate Core
conarm:chest_core:0, Awakened Draconium Chestplate Core
conarm:chest_core:0, Chaotic Draconium Chestplate Core
conarm:chest_core:0, Psimetal Chestplate Core
conarm:chest_core:0, Psigem Chestplate Core
conarm:chest_core:0, Ivory Psimetal Chestplate Core
conarm:chest_core:0, Ebony Psimetal Chestplate Core
conarm:chest_core:0, Dark Matter Chestplate Core
conarm:chest_core:0, Red Matter Chestplate Core
conarm:chest_core:0, Fluxed Electrum Chestplate Core
conarm:chest_core:0, Refined Iron Chestplate Core
conarm:chest_core:0, Tungsten Chestplate Core
conarm:chest_core:0, Titanium Chestplate Core
conarm:chest_core:0, Chrome Chestplate Core
conarm:chest_core:0, Advanced Alloy Chestplate Core
conarm:chest_core:0, Ruby Chestplate Core
conarm:chest_core:0, Sapphire Chestplate Core
conarm:chest_core:0, Peridot Chestplate Core
conarm:chest_core:0, Yellow Garnet Chestplate Core
conarm:chest_core:0, Red Garnet Chestplate Core
conarm:chest_core:0, Rubber Chestplate Core
conarm:chest_core:0, Certus Quartz Chestplate Core
conarm:chest_core:0, Fluix Crystal Chestplate Core
conarm:chest_core:0, Alumite Chestplate Core
conarm:chest_core:0, Osgloglas Chestplate Core
conarm:chest_core:0, Osmiridium Chestplate Core
conarm:chest_core:0, Lumium Chestplate Core
conarm:chest_core:0, Signalum Chestplate Core
conarm:chest_core:0, Platinum Chestplate Core
conarm:chest_core:0, Enderium Chestplate Core
conarm:chest_core:0, Black Quartz Chestplate Core
conarm:chest_core:0, Void Chestplate Core
conarm:chest_core:0, Enori Chestplate Core
conarm:chest_core:0, Palis Chestplate Core
conarm:chest_core:0, Restonia Chestplate Core
conarm:chest_core:0, Emeradic Chestplate Core
conarm:chest_core:0, Diamatine Chestplate Core
conarm:chest_core:0, Infinity Chestplate Core
conarm:chest_core:0, Certus Quartz Chestplate Core
conarm:chest_core:0, Fluix Crystal Chestplate Core
conarm:chest_core:0, Mica Chestplate Core
conarm:chest_core:0, Litherite Chestplate Core
conarm:chest_core:0, Erodium Chestplate Core
conarm:chest_core:0, Kyronite Chestplate Core
conarm:chest_core:0, Pladium Chestplate Core
conarm:chest_core:0, Ionite Chestplate Core
conarm:chest_core:0, Aethium Chestplate Core
conarm:chest_core:0, Thaumium Chestplate Core
conarm:chest_core:0, Mirion Chestplate Core
conarm:chest_core:0, Livingwood Chestplate Core
conarm:chest_core:0, Elementium Chestplate Core
conarm:chest_core:0, Wyvern Chestplate Core
conarm:chest_core:0, Awakened Chestplate Core
conarm:chest_core:0, Chaotic Chestplate Core
conarm:chest_core:0, Emerald Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:leggings_core:0, Electrical Leggings Core
conarm:leggings_core:0, Energetic Leggings Core
conarm:leggings_core:0, Vibrant Leggings Core
conarm:leggings_core:0, Red Leggings Core
conarm:leggings_core:0, Conductive Leggings Core
conarm:leggings_core:0, Pulsating Leggings Core
conarm:leggings_core:0, Dark Leggings Core
conarm:leggings_core:0, Souled Leggings Core
conarm:leggings_core:0, Leggings Core of the End
conarm:leggings_core:0, Fake-Iron Leggings Core
conarm:leggings_core:0, Wooden Leggings Core
conarm:leggings_core:0, Stone Leggings Core
conarm:leggings_core:0, Flint Leggings Core
conarm:leggings_core:0, Cactus Leggings Core
conarm:leggings_core:0, Bone Leggings Core
conarm:leggings_core:0, Obsidian Leggings Core
conarm:leggings_core:0, Prismarine Leggings Core
conarm:leggings_core:0, End Leggings Core
conarm:leggings_core:0, Paper Leggings Core
conarm:leggings_core:0, Sponge Leggings Core
conarm:leggings_core:0, Firewood Leggings Core
conarm:leggings_core:0, Iron Leggings Core
conarm:leggings_core:0, Pig Iron Leggings Core
conarm:leggings_core:0, Knightslime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Magma Slime Leggings Core
conarm:leggings_core:0, Netherrack Leggings Core
conarm:leggings_core:0, Cobalt Leggings Core
conarm:leggings_core:0, Ardite Leggings Core
conarm:leggings_core:0, Manyullyn Leggings Core
conarm:leggings_core:0, Copper Leggings Core
conarm:leggings_core:0, Bronze Leggings Core
conarm:leggings_core:0, Lead Leggings Core
conarm:leggings_core:0, Silver Leggings Core
conarm:leggings_core:0, Electrum Leggings Core
conarm:leggings_core:0, Steel Leggings Core
conarm:leggings_core:0, Shadowium Leggings Core
conarm:leggings_core:0, Orichalcos Leggings Core
conarm:leggings_core:0, Magical Wooden Leggings Core
conarm:leggings_core:0, Evil Infused Leggings Core
conarm:leggings_core:0, Enchanted Leggings Core
conarm:leggings_core:0, Demonic Leggings Core
conarm:leggings_core:0, Treated Wood Leggings Core
conarm:leggings_core:0, Constantan Leggings Core
conarm:leggings_core:0, Enderium Leggings Core
conarm:leggings_core:0, Platinum Leggings Core
conarm:leggings_core:0, Iridium Leggings Core
conarm:leggings_core:0, Mithril Leggings Core
conarm:leggings_core:0, Signalum Leggings Core
conarm:leggings_core:0, Lumium Leggings Core
conarm:leggings_core:0, Invar Leggings Core
conarm:leggings_core:0, Nickel Leggings Core
conarm:leggings_core:0, Tin Leggings Core
conarm:leggings_core:0, Brass Leggings Core
conarm:leggings_core:0, Aluminum Leggings Core
conarm:leggings_core:0, Zinc Leggings Core
conarm:leggings_core:0, Refined Obsidian Leggings Core
conarm:leggings_core:0, Refined Glowstone Leggings Core
conarm:leggings_core:0, Osmium Leggings Core
conarm:leggings_core:0, Manasteel Leggings Core
conarm:leggings_core:0, Terrasteel Leggings Core
conarm:leggings_core:0, Elementium Leggings Core
conarm:leggings_core:0, Gaia Spirit Leggings Core
conarm:leggings_core:0, Yellorium Leggings Core
conarm:leggings_core:0, Cyanite Leggings Core
conarm:leggings_core:0, Blutonium Leggings Core
conarm:leggings_core:0, Ludicrite Leggings Core
conarm:leggings_core:0, Quartz Enriched Iron Leggings Core
conarm:leggings_core:0, Draconium Leggings Core
conarm:leggings_core:0, Wyvern Draconium Leggings Core
conarm:leggings_core:0, Awakened Draconium Leggings Core
conarm:leggings_core:0, Chaotic Draconium Leggings Core
conarm:leggings_core:0, Psimetal Leggings Core
conarm:leggings_core:0, Psigem Leggings Core
conarm:leggings_core:0, Ivory Psimetal Leggings Core
conarm:leggings_core:0, Ebony Psimetal Leggings Core
conarm:leggings_core:0, Dark Matter Leggings Core
conarm:leggings_core:0, Red Matter Leggings Core
conarm:leggings_core:0, Fluxed Electrum Leggings Core
conarm:leggings_core:0, Refined Iron Leggings Core
conarm:leggings_core:0, Tungsten Leggings Core
conarm:leggings_core:0, Titanium Leggings Core
conarm:leggings_core:0, Chrome Leggings Core
conarm:leggings_core:0, Advanced Alloy Leggings Core
conarm:leggings_core:0, Ruby Leggings Core
conarm:leggings_core:0, Sapphire Leggings Core
conarm:leggings_core:0, Peridot Leggings Core
conarm:leggings_core:0, Yellow Garnet Leggings Core
conarm:leggings_core:0, Red Garnet Leggings Core
conarm:leggings_core:0, Rubber Leggings Core
conarm:leggings_core:0, Certus Quartz Leggings Core
conarm:leggings_core:0, Fluix Crystal Leggings Core
conarm:leggings_core:0, Alumite Leggings Core
conarm:leggings_core:0, Osgloglas Leggings Core
conarm:leggings_core:0, Osmiridium Leggings Core
conarm:leggings_core:0, Lumium Leggings Core
conarm:leggings_core:0, Signalum Leggings Core
conarm:leggings_core:0, Platinum Leggings Core
conarm:leggings_core:0, Enderium Leggings Core
conarm:leggings_core:0, Black Quartz Leggings Core
conarm:leggings_core:0, Void Leggings Core
conarm:leggings_core:0, Enori Leggings Core
conarm:leggings_core:0, Palis Leggings Core
conarm:leggings_core:0, Restonia Leggings Core
conarm:leggings_core:0, Emeradic Leggings Core
conarm:leggings_core:0, Diamatine Leggings Core
conarm:leggings_core:0, Infinity Leggings Core
conarm:leggings_core:0, Certus Quartz Leggings Core
conarm:leggings_core:0, Fluix Crystal Leggings Core
conarm:leggings_core:0, Mica Leggings Core
conarm:leggings_core:0, Litherite Leggings Core
conarm:leggings_core:0, Erodium Leggings Core
conarm:leggings_core:0, Kyronite Leggings Core
conarm:leggings_core:0, Pladium Leggings Core
conarm:leggings_core:0, Ionite Leggings Core
conarm:leggings_core:0, Aethium Leggings Core
conarm:leggings_core:0, Thaumium Leggings Core
conarm:leggings_core:0, Mirion Leggings Core
conarm:leggings_core:0, Livingwood Leggings Core
conarm:leggings_core:0, Elementium Leggings Core
conarm:leggings_core:0, Wyvern Leggings Core
conarm:leggings_core:0, Awakened Leggings Core
conarm:leggings_core:0, Chaotic Leggings Core
conarm:leggings_core:0, Emerald Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:boots_core:0, Electrical Boots Core
conarm:boots_core:0, Energetic Boots Core
conarm:boots_core:0, Vibrant Boots Core
conarm:boots_core:0, Red Boots Core
conarm:boots_core:0, Conductive Boots Core
conarm:boots_core:0, Pulsating Boots Core
conarm:boots_core:0, Dark Boots Core
conarm:boots_core:0, Souled Boots Core
conarm:boots_core:0, Boots Core of the End
conarm:boots_core:0, Fake-Iron Boots Core
conarm:boots_core:0, Wooden Boots Core
conarm:boots_core:0, Stone Boots Core
conarm:boots_core:0, Flint Boots Core
conarm:boots_core:0, Cactus Boots Core
conarm:boots_core:0, Bone Boots Core
conarm:boots_core:0, Obsidian Boots Core
conarm:boots_core:0, Prismarine Boots Core
conarm:boots_core:0, End Boots Core
conarm:boots_core:0, Paper Boots Core
conarm:boots_core:0, Sponge Boots Core
conarm:boots_core:0, Firewood Boots Core
conarm:boots_core:0, Iron Boots Core
conarm:boots_core:0, Pig Iron Boots Core
conarm:boots_core:0, Knightslime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Magma Slime Boots Core
conarm:boots_core:0, Netherrack Boots Core
conarm:boots_core:0, Cobalt Boots Core
conarm:boots_core:0, Ardite Boots Core
conarm:boots_core:0, Manyullyn Boots Core
conarm:boots_core:0, Copper Boots Core
conarm:boots_core:0, Bronze Boots Core
conarm:boots_core:0, Lead Boots Core
conarm:boots_core:0, Silver Boots Core
conarm:boots_core:0, Electrum Boots Core
conarm:boots_core:0, Steel Boots Core
conarm:boots_core:0, Shadowium Boots Core
conarm:boots_core:0, Orichalcos Boots Core
conarm:boots_core:0, Magical Wooden Boots Core
conarm:boots_core:0, Evil Infused Boots Core
conarm:boots_core:0, Enchanted Boots Core
conarm:boots_core:0, Demonic Boots Core
conarm:boots_core:0, Treated Wood Boots Core
conarm:boots_core:0, Constantan Boots Core
conarm:boots_core:0, Enderium Boots Core
conarm:boots_core:0, Platinum Boots Core
conarm:boots_core:0, Iridium Boots Core
conarm:boots_core:0, Mithril Boots Core
conarm:boots_core:0, Signalum Boots Core
conarm:boots_core:0, Lumium Boots Core
conarm:boots_core:0, Invar Boots Core
conarm:boots_core:0, Nickel Boots Core
conarm:boots_core:0, Tin Boots Core
conarm:boots_core:0, Brass Boots Core
conarm:boots_core:0, Aluminum Boots Core
conarm:boots_core:0, Zinc Boots Core
conarm:boots_core:0, Refined Obsidian Boots Core
conarm:boots_core:0, Refined Glowstone Boots Core
conarm:boots_core:0, Osmium Boots Core
conarm:boots_core:0, Manasteel Boots Core
conarm:boots_core:0, Terrasteel Boots Core
conarm:boots_core:0, Elementium Boots Core
conarm:boots_core:0, Gaia Spirit Boots Core
conarm:boots_core:0, Yellorium Boots Core
conarm:boots_core:0, Cyanite Boots Core
conarm:boots_core:0, Blutonium Boots Core
conarm:boots_core:0, Ludicrite Boots Core
conarm:boots_core:0, Quartz Enriched Iron Boots Core
conarm:boots_core:0, Draconium Boots Core
conarm:boots_core:0, Wyvern Draconium Boots Core
conarm:boots_core:0, Awakened Draconium Boots Core
conarm:boots_core:0, Chaotic Draconium Boots Core
conarm:boots_core:0, Psimetal Boots Core
conarm:boots_core:0, Psigem Boots Core
conarm:boots_core:0, Ivory Psimetal Boots Core
conarm:boots_core:0, Ebony Psimetal Boots Core
conarm:boots_core:0, Dark Matter Boots Core
conarm:boots_core:0, Red Matter Boots Core
conarm:boots_core:0, Fluxed Electrum Boots Core
conarm:boots_core:0, Refined Iron Boots Core
conarm:boots_core:0, Tungsten Boots Core
conarm:boots_core:0, Titanium Boots Core
conarm:boots_core:0, Chrome Boots Core
conarm:boots_core:0, Advanced Alloy Boots Core
conarm:boots_core:0, Ruby Boots Core
conarm:boots_core:0, Sapphire Boots Core
conarm:boots_core:0, Peridot Boots Core
conarm:boots_core:0, Yellow Garnet Boots Core
conarm:boots_core:0, Red Garnet Boots Core
conarm:boots_core:0, Rubber Boots Core
conarm:boots_core:0, Certus Quartz Boots Core
conarm:boots_core:0, Fluix Crystal Boots Core
conarm:boots_core:0, Alumite Boots Core
conarm:boots_core:0, Osgloglas Boots Core
conarm:boots_core:0, Osmiridium Boots Core
conarm:boots_core:0, Lumium Boots Core
conarm:boots_core:0, Signalum Boots Core
conarm:boots_core:0, Platinum Boots Core
conarm:boots_core:0, Enderium Boots Core
conarm:boots_core:0, Black Quartz Boots Core
conarm:boots_core:0, Void Boots Core
conarm:boots_core:0, Enori Boots Core
conarm:boots_core:0, Palis Boots Core
conarm:boots_core:0, Restonia Boots Core
conarm:boots_core:0, Emeradic Boots Core
conarm:boots_core:0, Diamatine Boots Core
